,propietario_casa,cant_carros,niños_total,ingreso_anual,comprador_bici,gasto_mensual_medio,edad,escolaridad_Bachelors,escolaridad_Graduate Degree,escolaridad_High School,escolaridad_Partial College,escolaridad_Partial High School,ocupación_Clerical,ocupación_Management,ocupación_Manual,ocupación_Professional,ocupación_Skilled Manual,género_F,género_M,estado_civil_M,estado_civil_S
290,0,0,0,51351,1,50.49,43,1,0,0,0,0,0,0,0,0,1,1,0,0,1
291,1,2,0,134516,1,54.09,40,1,0,0,0,0,0,0,0,1,0,0,1,0,1
292,0,2,0,58340,1,47.92,30,0,0,0,1,0,0,0,0,0,1,0,1,1,0
293,1,3,2,78194,1,51.27,54,0,0,0,1,0,1,0,0,0,0,0,1,1,0
294,0,0,2,27849,0,44.95,33,0,1,0,0,0,0,0,1,0,0,0,1,1,0
295,0,0,0,31315,0,45.82,31,0,0,0,0,1,0,0,1,0,0,0,1,0,1
296,1,2,2,133103,1,55.68,35,0,1,0,0,0,0,0,0,1,0,1,0,1,0
297,0,1,0,85953,1,53.66,34,0,0,1,0,0,1,0,0,0,0,0,1,0,1
298,0,0,0,78356,1,53.89,38,0,0,1,0,0,1,0,0,0,0,1,0,0,1
299,1,2,0,132022,1,59.88,37,0,1,0,0,0,0,0,0,1,0,0,1,1,0
300,1,2,0,103281,1,52.11,39,1,0,0,0,0,0,1,0,0,0,1,0,1,0
301,0,0,0,36326,0,47.59,31,0,0,0,0,1,0,0,1,0,0,0,1,0,1
302,0,2,0,80632,1,51.45,38,1,0,0,0,0,1,0,0,0,0,1,0,0,1
303,1,1,1,54443,0,48.16,40,1,0,0,0,0,0,0,0,0,1,1,0,1,0
304,1,1,2,53720,1,51.27,38,0,0,0,1,0,0,0,0,0,1,0,1,1,0
305,1,2,2,138094,1,57.58,50,1,0,0,0,0,0,0,0,1,0,0,1,1,0
306,0,2,0,81168,0,53.38,39,1,0,0,0,0,1,0,0,0,0,1,0,0,1
307,1,0,2,110907,1,51.67,60,1,0,0,0,0,0,1,0,0,0,0,1,1,0
308,1,2,2,55051,0,48.71,56,0,0,0,1,0,0,0,0,0,1,0,1,1,0
309,1,1,2,60460,1,50.25,53,0,0,1,0,0,0,0,0,0,1,0,1,1,0
310,1,1,2,113065,0,56.2,48,0,0,0,1,0,0,1,0,0,0,0,1,1,0
311,0,2,0,78659,1,51.01,33,0,0,0,1,0,1,0,0,0,0,1,0,0,1
312,1,0,2,60825,1,49.8,38,0,0,1,0,0,0,0,0,0,1,1,0,1,0
313,0,0,0,51307,1,54.85,45,0,0,0,1,0,0,0,0,0,1,0,1,0,1
314,1,2,1,135850,1,53.04,62,0,1,0,0,0,0,0,0,1,0,1,0,0,1
315,0,1,0,56139,0,50.17,40,0,0,1,0,0,0,0,0,0,1,1,0,0,1
316,1,1,2,106292,1,54.08,53,0,0,0,1,0,0,1,0,0,0,0,1,1,0
317,1,0,2,86492,1,53.3,33,0,1,0,0,0,1,0,0,0,0,0,1,1,0
318,0,2,0,78270,1,49.89,35,1,0,0,0,0,1,0,0,0,0,1,0,0,1
319,1,2,2,76306,1,51.6,48,0,0,0,1,0,1,0,0,0,0,1,0,1,0
320,0,0,0,26611,0,49.1,29,0,0,0,0,1,0,0,1,0,0,0,1,0,1
321,0,1,0,53598,0,50.0,25,0,0,1,0,0,0,0,0,0,1,1,0,0,1
322,1,1,2,55540,1,48.25,53,0,0,0,0,1,0,0,0,0,1,1,0,1,0
323,1,2,0,138508,0,52.1,33,0,1,0,0,0,0,0,0,1,0,0,1,1,0
324,1,0,3,103553,1,50.42,64,0,1,0,0,0,0,1,0,0,0,1,0,1,0
325,1,2,0,106124,1,61.62,43,1,0,0,0,0,0,1,0,0,0,0,1,0,1
326,0,3,0,87137,0,50.42,26,0,0,0,1,0,1,0,0,0,0,0,1,1,0
327,1,0,1,53321,0,56.64,37,0,0,0,0,1,0,0,0,0,1,0,1,1,0
328,0,2,0,106613,1,51.41,34,1,0,0,0,0,0,1,0,0,0,1,0,0,1
329,1,0,0,53096,1,47.62,46,0,0,1,0,0,0,0,0,0,1,1,0,0,1
330,1,1,0,60793,1,52.1,47,0,0,0,0,1,0,0,0,0,1,0,1,0,1
331,0,1,0,30763,0,59.24,39,0,0,0,0,1,0,0,1,0,0,0,1,0,1
332,1,0,2,135185,0,52.68,37,0,1,0,0,0,0,0,0,1,0,1,0,1,0
333,1,1,0,57677,0,59.09,47,0,0,0,0,1,0,0,0,0,1,0,1,0,1
334,1,1,2,78065,1,59.07,47,1,0,0,0,0,1,0,0,0,0,0,1,1,0
335,1,2,2,82159,1,55.33,40,1,0,0,0,0,1,0,0,0,0,0,1,1,0
336,1,3,2,104925,1,60.88,39,1,0,0,0,0,0,1,0,0,0,0,1,1,0
337,0,2,0,53762,1,50.67,38,0,0,0,1,0,0,0,0,0,1,1,0,0,1
338,0,0,0,85651,0,50.85,27,1,0,0,0,0,1,0,0,0,0,1,0,1,0
339,1,1,1,78680,1,50.72,35,0,0,0,1,0,1,0,0,0,0,1,0,1,0
340,1,2,2,138681,1,53.75,42,0,1,0,0,0,0,0,0,1,0,0,1,1,0
341,0,0,0,86677,1,53.75,39,0,0,1,0,0,1,0,0,0,0,0,1,0,1
342,1,0,0,84713,1,50.43,44,0,0,0,1,0,1,0,0,0,0,1,0,0,1
343,1,3,0,102387,1,51.8,55,0,0,0,1,0,0,1,0,0,0,1,0,0,1
344,0,0,0,26017,0,47.35,33,0,0,0,0,1,0,0,1,0,0,0,1,0,1
345,0,2,0,78140,1,56.06,39,0,0,0,1,0,1,0,0,0,0,0,1,0,1
346,1,2,2,57071,0,49.02,49,0,0,0,1,0,0,0,0,0,1,1,0,1,0
347,1,1,1,36338,0,47.0,50,0,1,0,0,0,0,0,1,0,0,1,0,1,0
348,1,2,1,55936,0,48.44,38,1,0,0,0,0,0,0,0,0,1,1,0,1,0
349,0,2,0,59776,0,49.16,38,1,0,0,0,0,0,0,0,0,1,1,0,0,1
350,1,1,1,53200,0,50.59,58,0,0,0,0,1,0,0,0,0,1,1,0,0,1
351,1,0,2,33934,1,50.69,41,0,0,0,1,0,0,0,1,0,0,0,1,1,0
352,0,0,0,58601,0,49.56,34,0,1,0,0,0,0,0,0,0,1,0,1,0,1
353,0,3,0,78945,0,51.41,37,0,0,1,0,0,1,0,0,0,0,1,0,0,1
354,0,0,0,32044,0,48.07,27,0,0,1,0,0,0,0,1,0,0,1,0,0,1
355,1,2,1,112047,1,53.7,90,0,0,0,1,0,0,1,0,0,0,1,0,0,1
356,1,0,1,79952,1,49.27,31,0,0,1,0,0,1,0,0,0,0,0,1,1,0
357,1,1,2,35702,1,52.27,48,0,0,0,1,0,0,0,1,0,0,0,1,1,0
358,1,0,2,57286,1,48.22,55,0,0,0,1,0,0,0,0,0,1,1,0,1,0
359,0,0,1,57036,1,49.26,35,0,1,0,0,0,0,0,0,0,1,0,1,1,0
360,1,2,1,82552,1,52.33,55,1,0,0,0,0,1,0,0,0,0,1,0,1,0
361,1,1,2,130517,1,55.81,58,1,0,0,0,0,0,0,0,1,0,0,1,1,0
362,1,0,1,32990,1,48.65,60,1,0,0,0,0,0,0,1,0,0,0,1,0,1
363,0,1,0,35976,0,46.76,30,0,0,1,0,0,0,0,1,0,0,1,0,1,0
364,0,0,0,80570,1,52.34,37,0,1,0,0,0,1,0,0,0,0,1,0,0,1
365,1,1,2,58899,1,48.79,48,0,0,1,0,0,0,0,0,0,1,1,0,1,0
366,0,0,0,61956,0,52.08,30,0,0,0,0,1,0,0,0,0,1,1,0,0,1
367,1,1,2,27870,0,46.65,47,0,0,1,0,0,0,0,1,0,0,0,1,1,0
368,0,2,0,51704,1,52.13,37,1,0,0,0,0,0,0,0,0,1,0,1,0,1
369,0,0,0,105891,0,54.67,26,0,0,0,1,0,0,1,0,0,0,1,0,0,1
370,1,3,2,82216,1,49.39,42,0,0,0,1,0,1,0,0,0,0,1,0,1,0
371,0,1,0,58372,0,48.93,38,1,0,0,0,0,0,0,0,0,1,1,0,0,1
372,1,1,2,56626,1,52.89,67,0,0,0,1,0,0,0,0,0,1,1,0,1,0
373,1,2,1,53367,0,55.4,40,0,0,0,1,0,0,0,0,0,1,0,1,1,0
374,0,0,0,28750,0,45.95,26,0,0,0,0,1,0,0,1,0,0,0,1,0,1
375,1,2,2,59994,0,49.44,60,0,1,0,0,0,0,0,0,0,1,1,0,1,0
376,1,2,2,54516,1,51.71,58,0,0,1,0,0,0,0,0,0,1,0,1,1,0
377,0,1,0,53750,1,51.76,26,0,0,0,0,1,0,0,0,0,1,0,1,0,1
378,0,0,0,57716,1,52.75,35,1,0,0,0,0,0,0,0,0,1,1,0,0,1
379,0,0,0,28383,0,46.04,29,0,0,1,0,0,0,0,1,0,0,0,1,1,0
380,0,0,0,36569,0,51.24,30,0,0,0,0,1,0,0,1,0,0,0,1,0,1
381,1,3,2,109581,1,54.34,48,0,0,0,1,0,0,1,0,0,0,0,1,1,0
382,1,0,0,76776,1,50.13,55,0,0,0,1,0,1,0,0,0,0,1,0,0,1
383,1,2,0,137727,1,54.32,45,0,1,0,0,0,0,0,0,1,0,1,0,0,1
384,1,2,2,55340,1,51.74,47,0,0,0,1,0,0,0,0,0,1,1,0,1,0
385,0,1,0,27779,0,49.83,29,0,0,0,1,0,0,0,1,0,0,1,0,0,1
386,1,0,2,56833,1,51.51,54,1,0,0,0,0,0,0,0,0,1,0,1,1,0
387,0,0,0,33026,1,49.25,44,0,0,1,0,0,0,0,1,0,0,1,0,0,1
388,1,1,1,78520,0,50.52,32,0,0,0,1,0,1,0,0,0,0,1,0,1,0
389,1,1,3,54573,1,47.49,71,0,1,0,0,0,0,0,0,0,1,0,1,1,0
390,1,1,2,128329,1,61.65,44,0,1,0,0,0,0,0,0,1,0,0,1,1,0
391,1,0,2,57689,1,52.41,49,0,0,1,0,0,0,0,0,0,1,1,0,1,0
392,0,1,0,36575,1,46.85,26,0,0,0,1,0,0,0,1,0,0,1,0,1,0
393,1,0,0,32896,0,49.24,55,0,0,0,0,1,0,0,1,0,0,1,0,0,1
394,1,0,1,81432,1,51.21,45,1,0,0,0,0,1,0,0,0,0,0,1,1,0
395,1,1,2,34554,0,52.58,49,0,0,0,0,1,0,0,1,0,0,0,1,1,0
396,1,1,1,54375,1,50.17,59,0,0,1,0,0,0,0,0,0,1,0,1,0,1
397,1,2,2,111563,1,57.54,46,1,0,0,0,0,0,1,0,0,0,0,1,1,0
398,1,1,2,85889,1,52.65,56,0,0,0,1,0,1,0,0,0,0,0,1,1,0
399,0,0,0,62077,1,50.78,42,0,0,1,0,0,0,0,0,0,1,1,0,0,1
400,1,2,1,78344,1,59.05,42,0,0,1,0,0,1,0,0,0,0,0,1,1,0
401,1,0,2,52349,1,57.08,49,0,0,0,1,0,0,0,0,0,1,0,1,1,0
402,0,1,0,61820,0,50.47,32,0,0,0,0,1,0,0,0,0,1,1,0,0,1
403,1,3,2,128425,1,62.7,45,0,1,0,0,0,0,0,0,1,0,0,1,1,0
404,1,2,2,84402,1,53.02,42,1,0,0,0,0,1,0,0,0,0,1,0,1,0
405,1,1,0,108902,0,58.43,39,1,0,0,0,0,0,1,0,0,0,0,1,0,1
406,0,2,0,62372,1,48.62,36,1,0,0,0,0,0,0,0,0,1,0,1,0,1
407,1,3,0,133099,1,52.28,33,0,1,0,0,0,0,0,0,1,0,0,1,1,0
408,0,0,0,85962,1,54.34,28,0,0,1,0,0,1,0,0,0,0,1,0,0,1
409,1,2,2,129522,0,55.38,56,1,0,0,0,0,0,0,0,1,0,0,1,1,0
410,1,1,1,34135,1,47.29,52,0,0,0,1,0,0,0,1,0,0,1,0,1,0
411,1,0,1,59521,0,55.15,38,0,0,1,0,0,0,0,0,0,1,0,1,1,0
412,1,1,2,34487,1,48.22,45,0,1,0,0,0,0,0,1,0,0,1,0,1,0
413,0,1,0,54306,1,50.16,23,0,0,0,0,1,0,0,0,0,1,0,1,0,1
414,1,2,0,79606,0,53.6,50,0,1,0,0,0,1,0,0,0,0,1,0,0,1
415,0,1,0,77126,1,56.14,37,0,1,0,0,0,1,0,0,0,0,0,1,0,1
416,0,1,0,59362,1,51.25,44,0,0,0,1,0,0,0,0,0,1,0,1,0,1
417,0,1,0,34019,0,47.17,31,0,0,0,0,1,0,0,1,0,0,1,0,0,1
418,1,2,0,129567,1,56.05,35,0,1,0,0,0,0,0,0,1,0,1,0,0,1
419,0,2,0,60667,1,54.42,38,0,0,0,1,0,0,0,0,0,1,0,1,0,1
420,1,2,2,138022,0,52.27,70,0,1,0,0,0,0,0,0,1,0,1,0,1,0
421,0,1,0,53629,0,50.52,27,0,0,0,1,0,0,0,0,0,1,1,0,0,1
422,1,0,0,107890,1,60.61,44,0,1,0,0,0,0,1,0,0,0,0,1,0,1
423,0,0,0,83477,0,52.7,27,0,0,0,1,0,1,0,0,0,0,0,1,0,1
424,0,0,0,25978,0,47.12,27,0,0,0,1,0,0,0,1,0,0,1,0,0,1
425,1,2,2,57948,0,48.43,57,0,0,0,1,0,0,0,0,0,1,1,0,1,0
426,0,0,0,27626,0,46.56,27,1,0,0,0,0,0,0,1,0,0,0,1,0,1
427,1,0,1,52502,1,48.7,45,0,1,0,0,0,0,0,0,0,1,1,0,1,0
428,1,0,2,32859,0,45.89,54,0,0,1,0,0,0,0,1,0,0,1,0,1,0
429,0,0,2,34470,1,47.09,38,0,1,0,0,0,0,0,1,0,0,1,0,1,0
430,1,0,2,33994,1,45.66,55,0,0,0,1,0,0,0,1,0,0,0,1,1,0
431,0,2,0,56889,0,50.49,33,0,0,0,1,0,0,0,0,0,1,1,0,0,1
432,0,0,0,31101,1,49.86,36,1,0,0,0,0,0,0,1,0,0,0,1,0,1
433,1,2,2,79698,1,50.87,45,0,0,0,1,0,1,0,0,0,0,1,0,1,0
434,1,2,2,110846,1,54.4,42,0,0,0,1,0,0,1,0,0,0,1,0,1,0
435,0,1,0,57466,0,50.07,32,0,0,0,0,1,0,0,0,0,1,1,0,0,1
436,1,1,2,57090,1,49.65,52,0,0,0,0,1,0,0,0,0,1,1,0,1,0
437,0,3,0,82037,0,53.06,27,0,0,1,0,0,1,0,0,0,0,1,0,0,1
438,0,2,0,52717,1,53.41,44,1,0,0,0,0,0,0,0,0,1,0,1,0,1
439,0,3,0,79118,0,54.45,25,0,0,0,1,0,1,0,0,0,0,1,0,0,1
440,0,1,2,36501,1,49.32,38,0,1,0,0,0,0,0,1,0,0,1,0,1,0
441,0,0,0,86737,1,54.73,36,0,0,0,1,0,1,0,0,0,0,1,0,0,1
442,1,0,2,58529,1,52.36,45,1,0,0,0,0,0,0,0,0,1,0,1,1,0
443,1,3,1,107870,1,54.49,62,1,0,0,0,0,0,1,0,0,0,1,0,0,1
444,0,1,1,58953,0,49.24,31,1,0,0,0,0,0,0,0,0,1,0,1,1,0
445,1,2,2,77607,1,59.43,55,0,0,0,1,0,1,0,0,0,0,0,1,1,0
446,1,2,3,59464,0,48.8,68,0,0,0,1,0,0,0,0,0,1,0,1,1,0
447,0,2,0,57786,1,48.42,30,0,0,1,0,0,0,0,0,0,1,0,1,1,0
448,0,1,1,31877,0,45.99,31,0,0,1,0,0,0,0,1,0,0,0,1,1,0
449,1,0,3,53308,1,48.79,90,0,0,1,0,0,0,0,0,0,1,1,0,1,0
450,1,3,0,137943,1,53.09,32,0,1,0,0,0,0,0,0,1,0,1,0,1,0
451,1,2,0,106718,0,54.84,41,0,0,0,1,0,0,1,0,0,0,1,0,0,1
452,1,1,0,61966,1,58.95,47,0,0,0,0,1,0,0,0,0,1,0,1,0,1
453,0,0,0,59016,0,51.56,36,0,0,0,0,1,0,0,0,0,1,1,0,0,1
454,0,2,0,57754,1,48.17,44,0,0,0,1,0,0,0,0,0,1,1,0,0,1
455,1,1,0,87499,0,50.38,42,0,0,0,1,0,1,0,0,0,0,1,0,0,1
456,0,3,0,109789,1,56.08,25,0,0,0,1,0,0,1,0,0,0,1,0,0,1
457,1,3,0,104035,1,50.96,35,1,0,0,0,0,0,1,0,0,0,1,0,1,0
458,1,2,0,78413,1,58.54,43,0,0,0,1,0,1,0,0,0,0,0,1,0,1
459,1,2,2,78396,0,57.17,41,1,0,0,0,0,1,0,0,0,0,0,1,1,0
460,1,0,2,54441,1,48.93,58,1,0,0,0,0,0,0,0,0,1,0,1,1,0
461,0,0,0,28711,0,49.9,48,0,0,0,1,0,0,0,1,0,0,0,1,0,1
462,0,3,0,129067,1,56.02,30,0,1,0,0,0,0,0,0,1,0,1,0,0,1
463,1,1,2,105772,1,55.16,66,1,0,0,0,0,0,1,0,0,0,0,1,1,0
464,1,1,1,83057,0,53.46,62,0,0,0,1,0,1,0,0,0,0,0,1,0,1
465,1,1,2,56598,1,49.14,38,0,0,1,0,0,0,0,0,0,1,0,1,1,0
466,0,1,2,33503,1,48.4,37,1,0,0,0,0,0,0,1,0,0,1,0,1,0
467,1,2,0,135358,1,54.12,41,0,1,0,0,0,0,0,0,1,0,0,1,1,0
468,0,2,0,110952,1,54.93,35,1,0,0,0,0,0,1,0,0,0,1,0,0,1
469,1,3,0,136281,0,52.04,35,0,1,0,0,0,0,0,0,1,0,0,1,0,1
470,1,0,1,134033,1,55.46,68,0,1,0,0,0,0,0,0,1,0,1,0,0,1
471,1,1,2,129502,1,55.27,65,0,1,0,0,0,0,0,0,1,0,0,1,1,0
472,0,0,0,58387,1,49.15,30,0,0,1,0,0,0,0,0,0,1,0,1,0,1
473,1,3,0,102948,0,51.16,40,1,0,0,0,0,0,1,0,0,0,1,0,0,1
474,1,2,0,131323,1,51.91,36,1,0,0,0,0,0,0,0,1,0,0,1,1,0
475,1,2,2,77470,0,50.18,67,1,0,0,0,0,1,0,0,0,0,1,0,1,0
476,1,2,0,129777,1,52.31,32,0,1,0,0,0,0,0,0,1,0,1,0,1,0
477,0,1,0,33196,0,48.73,49,0,0,0,0,1,0,0,1,0,0,1,0,0,1
478,1,2,2,110863,1,55.6,47,0,0,0,1,0,0,1,0,0,0,1,0,1,0
479,1,2,2,130832,1,52.82,37,1,0,0,0,0,0,0,0,1,0,1,0,1,0
480,0,1,2,30556,1,49.53,35,1,0,0,0,0,0,0,1,0,0,0,1,1,0
481,1,3,0,108692,1,51.87,35,1,0,0,0,0,0,1,0,0,0,1,0,1,0
482,1,2,2,54780,1,47.84,66,0,1,0,0,0,0,0,0,0,1,1,0,1,0
483,1,1,3,57568,0,48.27,65,1,0,0,0,0,0,0,0,0,1,1,0,1,0
484,1,1,2,53935,0,55.7,41,0,0,0,1,0,0,0,0,0,1,0,1,1,0
485,1,2,0,130831,1,58.54,45,0,1,0,0,0,0,0,0,1,0,0,1,0,1
486,0,0,0,83616,0,49.82,40,1,0,0,0,0,1,0,0,0,0,1,0,0,1
487,1,3,2,86932,1,51.3,54,0,0,0,1,0,1,0,0,0,0,1,0,1,0
488,0,1,0,58625,0,49.4,29,0,0,0,1,0,0,0,0,0,1,1,0,0,1
489,0,0,0,61912,0,53.54,30,0,0,0,1,0,0,0,0,0,1,0,1,0,1
490,0,1,0,56625,0,50.28,42,0,0,1,0,0,0,0,0,0,1,1,0,0,1
491,1,2,2,61679,0,56.42,40,0,0,0,1,0,0,0,0,0,1,0,1,1,0
492,0,0,0,31747,1,45.5,36,0,0,0,1,0,0,0,1,0,0,1,0,0,1
493,1,0,2,57426,1,48.98,45,0,0,0,1,0,0,0,0,0,1,1,0,1,0
494,1,1,2,80987,1,52.32,39,0,0,0,1,0,1,0,0,0,0,0,1,1,0
495,1,0,0,129957,1,56.52,32,0,1,0,0,0,0,0,0,1,0,1,0,0,1
496,1,2,1,77879,0,50.3,62,1,0,0,0,0,1,0,0,0,0,0,1,0,1
497,1,2,2,57127,1,51.07,48,0,0,0,1,0,0,0,0,0,1,0,1,1,0
498,1,1,2,137656,1,53.96,59,1,0,0,0,0,0,0,0,1,0,1,0,1,0
499,0,1,0,60980,0,51.34,35,1,0,0,0,0,0,0,0,0,1,0,1,0,1
500,0,0,0,77129,1,50.78,37,0,0,0,1,0,1,0,0,0,0,1,0,0,1
501,1,1,2,28823,0,53.19,43,0,0,0,1,0,0,0,1,0,0,0,1,1,0
502,1,1,2,61604,0,51.95,61,0,0,0,1,0,0,0,0,0,1,0,1,1,0
503,1,3,2,128522,1,63.76,56,1,0,0,0,0,0,0,0,1,0,0,1,1,0
504,0,2,0,81712,0,62.06,40,1,0,0,0,0,1,0,0,0,0,0,1,0,1
505,1,1,1,61014,1,48.48,62,0,1,0,0,0,0,0,0,0,1,0,1,0,1
506,1,1,1,54006,1,52.3,49,0,0,1,0,0,0,0,0,0,1,0,1,1,0
507,0,2,2,55564,1,51.25,33,0,0,1,0,0,0,0,0,0,1,1,0,1,0
508,1,0,2,61859,1,50.51,45,1,0,0,0,0,0,0,0,0,1,1,0,1,0
509,0,1,1,54863,1,49.85,33,0,0,0,0,1,0,0,0,0,1,0,1,1,0
510,1,1,2,86170,1,57.81,44,1,0,0,0,0,1,0,0,0,0,0,1,1,0
511,1,2,2,137384,0,59.3,42,0,1,0,0,0,0,0,0,1,0,0,1,1,0
512,1,1,1,84889,1,51.96,36,1,0,0,0,0,1,0,0,0,0,0,1,1,0
513,1,0,2,57287,1,49.56,50,1,0,0,0,0,0,0,0,0,1,1,0,1,0
514,0,1,0,84251,0,51.3,29,0,0,0,1,0,1,0,0,0,0,0,1,0,1
515,0,2,0,62358,1,51.02,26,0,0,0,1,0,0,0,0,0,1,0,1,0,1
516,0,2,0,76478,1,50.38,28,0,0,1,0,0,1,0,0,0,0,1,0,1,0
517,1,2,3,107557,1,53.97,58,0,1,0,0,0,0,1,0,0,0,1,0,1,0
518,0,2,0,58563,1,51.12,45,0,1,0,0,0,0,0,0,0,1,0,1,0,1
519,0,0,0,54102,0,50.26,37,1,0,0,0,0,0,0,0,0,1,1,0,0,1
520,0,0,0,51078,1,47.6,31,1,0,0,0,0,0,0,0,0,1,1,0,1,0
521,0,1,0,34597,0,46.38,29,0,0,0,0,1,0,0,1,0,0,0,1,1,0
522,0,3,0,108617,0,52.64,30,0,1,0,0,0,0,1,0,0,0,1,0,0,1
523,1,0,2,33567,1,48.82,41,0,0,0,1,0,0,0,1,0,0,0,1,1,0
524,0,1,0,52678,1,59.35,44,1,0,0,0,0,0,0,0,0,1,0,1,0,1
525,1,2,0,112763,0,57.19,39,1,0,0,0,0,0,1,0,0,0,0,1,1,0
526,0,0,0,77225,0,53.05,36,0,1,0,0,0,1,0,0,0,0,1,0,0,1
527,0,0,2,33801,1,49.81,32,0,1,0,0,0,0,0,1,0,0,0,1,1,0
528,1,2,2,106603,1,63.16,38,1,0,0,0,0,0,1,0,0,0,0,1,1,0
529,1,1,2,55675,1,48.79,56,0,0,1,0,0,0,0,0,0,1,1,0,1,0
530,0,1,0,56549,0,51.02,24,0,0,0,1,0,0,0,0,0,1,1,0,0,1
531,1,3,2,132332,1,56.95,45,1,0,0,0,0,0,0,0,1,0,1,0,1,0
532,1,2,2,53591,1,53.92,43,0,0,0,1,0,0,0,0,0,1,0,1,1,0
533,1,0,2,31874,1,50.76,41,0,0,0,1,0,0,0,1,0,0,0,1,1,0
534,1,0,2,110250,1,52.39,48,0,0,0,1,0,0,1,0,0,0,1,0,1,0
535,1,1,2,51658,1,48.25,46,0,0,1,0,0,0,0,0,0,1,1,0,1,0
536,0,1,0,106971,0,50.64,29,0,0,0,1,0,0,1,0,0,0,1,0,0,1
537,1,2,2,107401,0,51.31,59,1,0,0,0,0,0,1,0,0,0,0,1,1,0
538,1,1,1,110947,1,55.46,41,1,0,0,0,0,0,1,0,0,0,0,1,1,0
539,0,0,0,33284,1,48.62,37,0,1,0,0,0,0,0,1,0,0,1,0,0,1
540,1,2,0,113492,0,51.52,40,1,0,0,0,0,0,1,0,0,0,0,1,1,0
541,1,2,2,58864,1,51.69,50,1,0,0,0,0,0,0,0,0,1,1,0,1,0
542,0,1,0,26174,0,47.48,27,1,0,0,0,0,0,0,1,0,0,0,1,0,1
543,0,0,0,85412,1,51.48,32,0,0,0,1,0,1,0,0,0,0,1,0,0,1
544,1,2,2,56291,0,48.38,67,0,1,0,0,0,0,0,0,0,1,1,0,1,0
545,0,1,0,56706,0,52.51,31,0,0,0,1,0,0,0,0,0,1,1,0,0,1
546,0,1,0,78939,1,51.91,35,1,0,0,0,0,1,0,0,0,0,0,1,0,1
547,1,3,1,81676,1,53.41,35,1,0,0,0,0,1,0,0,0,0,1,0,1,0
548,1,1,1,51476,0,51.35,64,0,0,0,1,0,0,0,0,0,1,1,0,0,1
549,1,2,0,132266,1,51.97,44,1,0,0,0,0,0,0,0,1,0,1,0,1,0
550,1,1,2,27102,0,47.52,84,0,0,0,0,1,0,0,1,0,0,0,1,1,0
551,0,1,0,57288,0,51.35,32,0,0,0,0,1,0,0,0,0,1,0,1,0,1
552,1,3,2,128863,1,52.32,40,1,0,0,0,0,0,0,0,1,0,1,0,1,0
553,0,2,0,51596,0,47.93,24,0,0,0,1,0,0,0,0,0,1,1,0,1,0
554,0,1,0,86529,0,57.14,40,0,0,0,1,0,1,0,0,0,0,0,1,0,1
555,1,3,3,107950,1,51.51,65,0,1,0,0,0,0,1,0,0,0,0,1,1,0
556,1,2,0,102428,0,51.09,39,1,0,0,0,0,0,1,0,0,0,1,0,0,1
557,1,2,2,56269,1,48.13,52,0,0,0,1,0,0,0,0,0,1,1,0,1,0
558,1,2,1,111462,0,55.72,60,1,0,0,0,0,0,1,0,0,0,0,1,0,1
559,1,1,2,78476,1,54.76,37,0,1,0,0,0,1,0,0,0,0,0,1,1,0
560,0,1,0,60464,1,49.14,24,0,0,0,0,1,0,0,0,0,1,0,1,0,1
561,1,2,0,109392,1,55.34,48,0,0,0,1,0,0,1,0,0,0,1,0,0,1
562,0,0,0,29899,0,45.4,24,0,0,0,1,0,0,0,1,0,0,0,1,1,0
563,0,0,2,29966,0,45.6,34,0,1,0,0,0,0,0,1,0,0,0,1,1,0
564,0,0,0,84208,1,51.49,28,1,0,0,0,0,1,0,0,0,0,0,1,0,1
565,1,1,2,79269,1,54.69,59,0,0,1,0,0,1,0,0,0,0,1,0,1,0
566,1,2,1,56774,1,51.52,54,0,0,1,0,0,0,0,0,0,1,0,1,1,0
567,0,1,0,57405,0,50.98,41,0,0,0,1,0,0,0,0,0,1,1,0,0,1
568,0,2,0,80307,1,50.26,24,0,0,0,1,0,1,0,0,0,0,0,1,1,0
569,1,1,2,61019,0,50.61,60,1,0,0,0,0,0,0,0,0,1,0,1,1,0
570,1,0,2,54503,0,56.92,54,0,0,0,1,0,0,0,0,0,1,0,1,1,0
571,1,1,2,26302,0,44.83,49,0,0,1,0,0,0,0,1,0,0,1,0,1,0
572,0,1,0,53315,0,48.49,29,0,0,1,0,0,0,0,0,0,1,1,0,0,1
573,1,1,2,130224,1,55.73,45,1,0,0,0,0,0,0,0,1,0,1,0,1,0
574,1,1,3,62035,0,48.89,60,0,0,0,1,0,0,0,0,0,1,1,0,1,0
575,1,1,2,54033,1,50.75,44,1,0,0,0,0,0,0,0,0,1,1,0,1,0
576,0,2,0,51944,1,48.06,30,0,1,0,0,0,0,0,0,0,1,1,0,1,0
577,1,2,1,78663,0,49.58,35,0,0,0,1,0,1,0,0,0,0,1,0,1,0
578,1,0,0,32846,0,50.89,54,0,0,0,1,0,0,0,1,0,0,0,1,0,1
579,1,1,3,60696,1,49.22,57,0,0,0,1,0,0,0,0,0,1,1,0,1,0
580,1,1,2,56474,0,58.05,48,0,0,1,0,0,0,0,0,0,1,0,1,1,0
581,1,1,0,26983,0,50.52,52,0,0,0,1,0,0,0,1,0,0,0,1,0,1
582,1,1,2,112791,1,58.79,40,1,0,0,0,0,0,1,0,0,0,0,1,1,0
583,0,1,0,59539,0,51.7,31,0,0,1,0,0,0,0,0,0,1,0,1,0,1
