,propietario_casa,#carros,niños_en_casa,niños_total,ingreso_anual,comprador_bici,gasto_mensual_medio,edad,escolaridad_cod,ocup_cod,genero_cod,civil_cod
477,0,1,0,0,33196,0,48.73,49,5,3,2,2
478,1,2,1,2,110863,1,55.6,47,2,4,2,1
479,1,2,1,2,130832,1,52.82,37,1,5,2,1
480,0,1,1,2,30556,1,49.53,35,1,3,1,1
481,1,3,0,0,108692,1,51.87,35,1,4,2,1
482,1,2,2,2,54780,1,47.84,66,4,1,2,1
483,1,1,0,3,57568,0,48.27,65,1,1,2,1
484,1,1,1,2,53935,0,55.7,41,2,1,1,1
485,1,2,0,0,130831,1,58.54,45,4,5,1,2
486,0,0,0,0,83616,0,49.82,40,1,2,2,2
487,1,3,2,2,86932,1,51.3,54,2,2,2,1
488,0,1,0,0,58625,0,49.4,29,2,1,2,2
489,0,0,0,0,61912,0,53.54,30,2,1,1,2
490,0,1,0,0,56625,0,50.28,42,3,1,2,2
491,1,2,0,2,61679,0,56.42,40,2,1,1,1
492,0,0,0,0,31747,1,45.5,36,2,3,2,2
493,1,0,0,2,57426,1,48.98,45,2,1,2,1
494,1,1,1,2,80987,1,52.32,39,2,2,1,1
495,1,0,0,0,129957,1,56.52,32,4,5,2,2
496,1,2,0,1,77879,0,50.3,62,1,2,1,2
497,1,2,1,2,57127,1,51.07,48,2,1,1,1
498,1,1,1,2,137656,1,53.96,59,1,5,2,1
499,0,1,0,0,60980,0,51.34,35,1,1,1,2
500,0,0,0,0,77129,1,50.78,37,2,2,2,2
501,1,1,0,2,28823,0,53.19,43,2,3,1,1
502,1,1,1,2,61604,0,51.95,61,2,1,1,1
503,1,3,1,2,128522,1,63.76,56,1,5,1,1
504,0,2,0,0,81712,0,62.06,40,1,2,1,2
505,1,1,0,1,61014,1,48.48,62,4,1,1,2
506,1,1,1,1,54006,1,52.3,49,3,1,1,1
507,0,2,1,2,55564,1,51.25,33,3,1,2,1
508,1,0,1,2,61859,1,50.51,45,1,1,2,1
509,0,1,1,1,54863,1,49.85,33,5,1,1,1
510,1,1,0,2,86170,1,57.81,44,1,2,1,1
511,1,2,0,2,137384,0,59.3,42,4,5,1,1
512,1,1,1,1,84889,1,51.96,36,1,2,1,1
513,1,0,1,2,57287,1,49.56,50,1,1,2,1
514,0,1,0,0,84251,0,51.3,29,2,2,1,2
515,0,2,0,0,62358,1,51.02,26,2,1,1,2
516,0,2,0,0,76478,1,50.38,28,3,2,2,1
517,1,2,3,3,107557,1,53.97,58,4,4,2,1
518,0,2,0,0,58563,1,51.12,45,4,1,1,2
519,0,0,0,0,54102,0,50.26,37,1,1,2,2
520,0,0,0,0,51078,1,47.6,31,1,1,2,1
521,0,1,0,0,34597,0,46.38,29,5,3,1,1
522,0,3,0,0,108617,0,52.64,30,4,4,2,2
523,1,0,0,2,33567,1,48.82,41,2,3,1,1
524,0,1,0,0,52678,1,59.35,44,1,1,1,2
525,1,2,0,0,112763,0,57.19,39,1,4,1,1
526,0,0,0,0,77225,0,53.05,36,4,2,2,2
527,0,0,1,2,33801,1,49.81,32,4,3,1,1
528,1,2,2,2,106603,1,63.16,38,1,4,1,1
529,1,1,2,2,55675,1,48.79,56,3,1,2,1
530,0,1,0,0,56549,0,51.02,24,2,1,2,2
531,1,3,1,2,132332,1,56.95,45,1,5,2,1
532,1,2,1,2,53591,1,53.92,43,2,1,1,1
533,1,0,2,2,31874,1,50.76,41,2,3,1,1
534,1,0,1,2,110250,1,52.39,48,2,4,2,1
535,1,1,1,2,51658,1,48.25,46,3,1,2,1
536,0,1,0,0,106971,0,50.64,29,2,4,2,2
537,1,2,0,2,107401,0,51.31,59,1,4,1,1
538,1,1,1,1,110947,1,55.46,41,1,4,1,1
539,0,0,0,0,33284,1,48.62,37,4,3,2,2
540,1,2,0,0,113492,0,51.52,40,1,4,1,1
541,1,2,1,2,58864,1,51.69,50,1,1,2,1
542,0,1,0,0,26174,0,47.48,27,1,3,1,2
543,0,0,0,0,85412,1,51.48,32,2,2,2,2
544,1,2,0,2,56291,0,48.38,67,4,1,2,1
545,0,1,0,0,56706,0,52.51,31,2,1,2,2
546,0,1,0,0,78939,1,51.91,35,1,2,1,2
547,1,3,1,1,81676,1,53.41,35,1,2,2,1
548,1,1,0,1,51476,0,51.35,64,2,1,2,2
549,1,2,0,0,132266,1,51.97,44,1,5,2,1
550,1,1,2,2,27102,0,47.52,84,5,3,1,1
551,0,1,0,0,57288,0,51.35,32,5,1,1,2
552,1,3,0,2,128863,1,52.32,40,1,5,2,1
553,0,2,0,0,51596,0,47.93,24,2,1,2,1
554,0,1,0,0,86529,0,57.14,40,2,2,1,2
555,1,3,0,3,107950,1,51.51,65,4,4,1,1
556,1,2,0,0,102428,0,51.09,39,1,4,2,2
557,1,2,0,2,56269,1,48.13,52,2,1,2,1
558,1,2,0,1,111462,0,55.72,60,1,4,1,2
559,1,1,1,2,78476,1,54.76,37,4,2,1,1
560,0,1,0,0,60464,1,49.14,24,5,1,1,2
561,1,2,0,0,109392,1,55.34,48,2,4,2,2
562,0,0,0,0,29899,0,45.4,24,2,3,1,1
563,0,0,1,2,29966,0,45.6,34,4,3,1,1
564,0,0,0,0,84208,1,51.49,28,1,2,1,2
565,1,1,1,2,79269,1,54.69,59,3,2,2,1
566,1,2,1,1,56774,1,51.52,54,3,1,1,1
567,0,1,0,0,57405,0,50.98,41,2,1,2,2
568,0,2,0,0,80307,1,50.26,24,2,2,1,1
569,1,1,1,2,61019,0,50.61,60,1,1,1,1
570,1,0,0,2,54503,0,56.92,54,2,1,1,1
571,1,1,0,2,26302,0,44.83,49,3,3,2,1
572,0,1,0,0,53315,0,48.49,29,3,1,2,2
573,1,1,1,2,130224,1,55.73,45,1,5,2,1
574,1,1,0,3,62035,0,48.89,60,2,1,2,1
575,1,1,1,2,54033,1,50.75,44,1,1,2,1
576,0,2,0,0,51944,1,48.06,30,4,1,2,1
577,1,2,0,1,78663,0,49.58,35,2,2,2,1
578,1,0,0,0,32846,0,50.89,54,2,3,1,2
579,1,1,3,3,60696,1,49.22,57,2,1,2,1
580,1,1,2,2,56474,0,58.05,48,3,1,1,1
581,1,1,0,0,26983,0,50.52,52,2,3,1,2
582,1,1,1,2,112791,1,58.79,40,1,4,1,1
583,0,1,0,0,59539,0,51.7,31,3,1,1,2
584,1,3,0,0,136177,0,54.15,37,4,5,2,2
585,0,0,0,0,108032,0,53.85,28,1,4,1,2
586,1,1,1,1,53833,1,48.08,45,4,1,2,1
587,0,0,0,0,83874,0,49.79,23,2,2,1,1
588,0,1,0,0,31385,1,52.59,48,2,3,1,2
589,0,1,0,0,52464,0,48.1,35,1,1,1,2
590,1,1,0,2,28585,0,49.4,49,2,3,1,1
591,0,1,0,0,60493,0,51.39,30,3,1,2,2
592,1,3,2,2,133741,1,53.82,35,1,5,1,1
593,1,2,0,1,132026,0,54.43,59,1,5,1,2
594,1,1,0,2,79680,0,49.75,34,4,2,1,1
595,1,0,0,1,54338,0,52.08,57,3,1,1,2
596,0,0,0,0,56181,1,51.63,28,3,1,1,2
597,0,2,0,0,61482,0,58.0,39,3,1,1,2
598,1,2,0,0,133411,1,54.98,38,4,5,2,2
599,0,1,0,0,58012,0,50.66,32,2,1,2,2
600,1,0,1,2,52688,1,52.57,64,1,1,2,1
601,0,2,0,0,53412,1,50.99,38,2,1,1,2
602,1,1,0,2,54061,0,48.05,50,2,1,2,1
603,0,0,0,0,59401,1,49.83,26,2,1,2,2
604,1,2,0,0,132168,0,52.37,26,1,5,1,1
605,0,2,0,0,57305,1,48.59,37,5,1,2,2
606,0,2,0,0,60641,1,49.68,35,1,1,2,2
607,1,1,0,2,29573,0,53.61,48,1,3,1,1
608,1,1,1,2,112889,1,53.29,61,4,4,1,1
609,1,2,0,0,105158,1,52.84,50,1,4,2,2
610,1,1,0,2,81830,0,50.09,49,2,2,2,1
611,1,1,0,2,28435,0,45.83,59,2,3,1,1
612,1,1,0,1,36044,0,47.2,47,2,3,2,1
613,1,2,1,2,61226,1,53.01,41,2,1,2,1
614,1,2,1,2,56606,1,50.04,44,2,1,1,1
615,0,1,0,0,84515,1,51.11,25,1,2,1,2
616,1,2,1,2,60155,1,58.85,46,3,1,1,1
617,0,1,0,0,60144,1,58.33,37,4,1,1,2
618,1,1,0,1,129708,1,53.72,37,4,5,1,1
619,1,0,0,2,29213,0,45.95,52,2,3,1,1
620,1,0,0,1,30642,0,45.88,48,2,3,2,1
621,0,1,0,0,33408,0,49.42,35,1,3,2,2
622,1,2,0,0,103911,0,52.85,39,1,4,1,1
623,0,2,0,0,78657,1,52.91,32,2,2,1,2
624,1,1,1,2,54237,0,48.87,54,3,1,2,1
625,0,0,0,0,52189,1,47.93,24,5,1,1,2
626,1,2,1,1,78935,1,52.12,32,4,2,2,1
627,1,3,1,2,110910,1,52.99,49,2,4,2,1
628,1,2,0,0,138715,1,52.63,34,4,5,1,2
629,0,3,0,0,104329,1,55.28,30,2,4,2,2
630,1,3,1,1,78817,1,52.74,40,1,2,1,1
631,1,2,1,2,84375,1,53.78,39,2,2,2,1
632,1,2,0,0,130122,1,59.8,45,4,5,1,1
633,0,1,0,0,28299,0,45.21,48,3,3,2,2
634,0,1,0,0,56759,0,48.8,25,3,1,1,1
635,1,2,0,0,131550,1,57.48,38,1,5,1,2
636,1,0,1,1,54665,1,48.62,66,1,1,2,2
637,1,0,0,0,52997,1,52.95,48,3,1,1,2
638,1,0,1,2,77014,1,52.53,40,2,2,2,1
639,0,2,0,0,78223,1,50.89,28,2,2,1,2
640,0,2,0,0,82847,1,50.8,28,2,2,1,2
641,1,0,0,0,105463,1,59.76,40,4,4,1,2
642,1,2,1,2,109288,1,52.08,58,1,4,2,1
643,1,0,2,2,112840,1,52.89,59,1,4,2,1
644,0,1,0,0,85398,1,54.24,30,3,2,1,2
645,1,2,0,2,57920,0,53.08,49,5,1,1,1
646,1,0,0,0,103322,1,60.84,50,2,4,1,2
647,0,2,0,0,81528,1,53.15,35,1,2,1,2
648,1,1,1,2,51096,1,48.11,61,2,1,2,1
649,1,3,0,0,81293,1,50.12,42,2,2,2,2
650,0,2,0,2,56583,0,48.67,33,1,1,2,1
651,1,3,0,2,103060,1,51.29,39,1,4,2,1
652,1,1,1,1,58992,1,51.17,60,2,1,1,2
653,1,1,0,1,62240,0,50.34,38,4,1,1,1
654,1,2,1,2,77550,1,50.77,47,2,2,2,1
655,1,2,1,1,53687,1,48.45,73,2,1,2,2
656,1,2,1,2,85152,1,58.51,50,2,2,1,1
657,0,0,0,0,27881,0,53.63,49,5,3,1,2
658,0,0,0,0,26422,0,50.83,38,1,3,1,2
659,0,2,0,0,80039,1,52.71,24,2,2,1,2
660,1,2,1,2,53659,1,50.87,58,2,1,1,1
661,0,2,0,0,60071,1,51.12,41,4,1,1,2
662,1,0,0,0,106628,1,59.62,43,1,4,1,2
663,0,2,0,0,54163,1,54.05,38,5,1,1,2
664,0,2,0,0,61590,0,49.57,37,3,1,2,2
665,0,1,0,0,36431,0,49.22,35,1,3,1,2
666,1,1,1,2,87877,1,53.2,40,1,2,1,1
667,1,2,2,2,112877,1,53.67,44,2,4,2,1
668,1,3,1,2,79096,1,51.87,56,1,2,2,1
669,1,1,1,1,105264,1,53.33,31,1,4,1,1
670,0,1,0,0,26000,0,45.31,31,5,3,1,2
671,0,0,0,0,79305,1,51.83,38,1,2,2,2
672,0,1,0,0,83114,0,52.19,23,1,2,1,2
673,0,1,0,0,53021,0,50.01,35,4,1,2,2
674,1,1,1,1,26427,0,58.62,42,2,3,1,1
675,0,1,0,0,54614,0,48.31,30,3,1,1,2
676,1,2,1,2,56016,1,52.33,48,3,1,2,1
677,1,1,0,2,28517,0,45.37,67,2,3,2,1
678,0,3,0,0,102514,0,55.29,35,4,4,2,2
679,0,2,0,0,79233,1,50.4,27,1,2,2,1
680,1,1,0,2,50924,1,48.63,53,2,1,2,1
681,1,0,1,2,35706,1,48.16,50,1,3,2,1
682,0,1,0,0,36642,0,50.49,31,5,3,1,2
683,1,1,2,2,85831,1,56.78,56,3,2,1,1
684,1,2,0,0,107721,1,56.38,51,4,4,1,2
685,0,2,0,0,61413,1,51.48,28,3,1,2,2
686,0,0,0,0,33784,0,46.07,29,5,3,1,1
687,1,1,0,2,58290,0,48.2,59,3,1,1,1
688,0,0,0,0,61571,1,49.09,25,3,1,2,1
689,1,1,0,2,61577,0,48.39,57,1,1,2,1
690,1,1,0,2,36536,0,46.7,49,2,3,2,1
691,0,2,0,0,129603,0,53.88,28,1,5,1,2
692,0,2,0,0,54128,0,48.49,44,2,1,2,2
693,1,2,1,1,84256,1,56.77,42,4,2,1,1
694,0,1,0,0,60800,0,51.1,31,4,1,2,2
695,0,0,0,0,25601,0,49.34,25,5,3,1,2
696,0,1,0,0,79201,0,49.97,23,2,2,2,1
697,1,2,0,0,131510,1,52.2,44,4,5,2,1
698,0,0,0,0,30231,0,46.89,37,1,3,2,2
699,1,1,0,0,54845,0,51.95,46,5,1,2,2
700,1,1,1,2,53282,1,47.81,61,1,1,1,1
701,1,3,0,1,79453,1,51.16,69,2,2,1,2
702,1,2,0,2,61134,0,48.62,56,1,1,2,1
703,1,0,1,1,29761,0,55.6,42,2,3,1,1
704,1,1,1,2,78681,1,52.61,41,2,2,2,1
705,1,4,1,2,137873,1,57.96,39,1,5,1,1
706,1,1,1,2,60322,1,56.01,52,3,1,1,1
707,1,1,0,0,112715,0,52.56,44,2,4,2,2
708,1,0,0,0,57582,1,49.47,51,2,1,2,2
709,1,1,0,1,130834,0,51.54,31,4,5,2,1
710,0,2,0,0,56702,1,52.61,31,3,1,1,2
711,1,0,1,2,52184,1,48.37,60,1,1,1,1
712,1,2,0,0,132416,0,54.24,35,1,5,1,2
713,1,2,1,2,51346,1,48.35,52,3,1,2,1
714,0,3,0,0,86646,1,49.85,26,3,2,2,1
715,0,1,0,0,34749,0,46.1,44,4,3,2,2
716,0,2,0,0,61346,1,48.74,39,1,1,2,2
717,1,1,0,1,61257,0,49.78,37,4,1,2,1
718,0,1,0,0,81315,0,53.85,40,1,2,2,2
719,1,0,0,0,101869,0,50.88,38,1,4,2,2
720,0,1,0,0,55932,0,52.95,28,2,1,1,2
721,0,1,0,2,29355,0,45.5,40,1,3,2,1
722,1,2,0,0,103328,1,50.74,45,4,4,2,2
723,1,0,0,0,129532,1,54.39,41,1,5,2,2
724,1,1,1,2,56621,0,57.57,42,1,1,1,1
725,0,2,0,0,61022,1,48.73,31,3,1,2,1
726,1,3,0,0,105071,1,50.99,30,1,4,2,1
727,1,1,1,2,79612,0,50.44,65,4,2,1,1
728,0,1,0,0,78999,1,51.76,27,1,2,1,2
729,1,1,0,0,52464,1,55.43,47,5,1,1,2
730,0,0,0,0,81449,0,50.59,35,1,2,2,2
731,0,2,0,0,59487,0,50.85,32,3,1,1,2
732,0,1,0,0,58395,0,48.99,26,5,1,2,2
733,0,0,0,0,26746,0,47.25,32,5,3,2,2
734,0,3,0,0,110716,1,52.41,28,1,4,1,2
735,1,0,0,0,35315,0,49.54,54,5,3,2,2
736,1,1,0,0,61847,1,59.66,52,2,1,1,2
737,0,1,0,0,86993,0,51.61,40,1,2,2,2
738,0,0,0,0,51821,1,51.43,29,2,1,1,2
739,0,3,0,0,80529,1,50.8,25,3,2,1,1
740,0,1,0,0,59695,1,51.24,42,4,1,1,2
741,1,2,0,0,77779,0,51.52,42,1,2,2,2
742,0,0,0,0,86556,0,52.41,24,2,2,2,2
743,1,1,0,1,33664,1,53.41,46,3,3,1,1
744,1,0,2,3,85477,1,53.0,72,1,2,1,1
745,1,1,1,1,57129,0,48.14,43,2,1,2,1
746,0,0,0,0,56850,1,50.21,26,2,1,1,2
747,1,0,0,0,76315,0,51.11,47,2,2,2,2
748,0,2,0,0,111087,1,55.47,28,2,4,1,2
749,0,1,0,0,106475,0,51.09,27,2,4,2,2
750,1,3,0,0,78318,1,53.79,42,2,2,2,2
751,1,0,0,2,28974,0,46.14,64,1,3,1,1
752,0,3,0,0,81813,1,53.53,26,3,2,1,2
753,0,0,0,0,56000,0,52.06,43,2,1,2,2
754,0,3,0,0,108347,0,51.77,27,2,4,2,2
755,1,2,0,0,128003,1,51.84,33,1,5,2,1
756,0,1,0,0,52289,0,52.16,27,2,1,2,2
757,1,1,0,2,32829,0,45.4,55,2,3,2,1
758,1,2,1,1,87350,1,58.97,38,1,2,1,1
759,0,2,0,0,56120,0,50.69,33,5,1,2,2
760,0,2,0,0,57869,0,51.91,43,3,1,2,2
761,1,0,0,2,103352,1,51.97,82,4,4,2,1
762,1,2,2,2,81417,1,51.08,59,3,2,2,1
763,1,2,0,0,79319,1,49.94,54,2,2,2,2
764,0,3,0,0,79749,1,52.67,35,1,2,1,2
765,0,0,0,0,34085,0,46.31,38,5,3,2,2
766,1,0,0,1,58968,1,48.81,45,2,1,2,1
767,0,0,0,0,57921,1,59.14,41,1,1,1,2
768,1,2,1,2,86315,1,56.36,39,1,2,1,1
769,1,3,0,0,110737,0,51.23,30,1,4,2,1
770,0,0,1,2,28581,0,49.04,33,2,3,2,1
771,1,3,0,0,138875,1,61.14,44,1,5,1,2
772,1,3,1,2,108150,1,51.28,56,1,4,1,1
773,0,2,0,2,51489,1,48.25,31,4,1,2,1
774,0,0,0,0,33895,0,46.55,36,1,3,2,2
775,1,2,1,1,61909,1,51.22,65,2,1,2,2
776,0,1,0,0,51056,0,47.56,28,3,1,2,1
777,0,0,0,0,55271,0,49.94,36,3,1,2,2
778,1,1,0,0,109343,1,55.91,40,1,4,1,2
779,1,1,1,1,32067,1,49.94,48,3,3,1,1
780,0,2,0,0,55403,1,53.02,27,1,1,1,2
781,1,1,1,1,28528,0,49.55,42,2,3,2,1
782,1,2,2,2,53851,1,50.18,39,2,1,2,1
783,0,1,1,1,29193,0,47.52,34,4,3,1,1
784,0,1,0,0,51139,0,51.74,26,5,1,2,2
785,1,3,1,2,132445,1,52.6,63,1,5,1,1
786,0,2,0,0,52748,0,52.33,35,1,1,2,2
787,1,1,1,2,81043,1,52.57,33,2,2,2,1
788,1,0,1,2,32974,1,54.64,47,3,3,1,1
789,1,1,1,2,52837,0,50.3,63,4,1,1,1
790,1,2,0,0,86254,1,52.32,46,1,2,1,2
791,0,2,0,0,78740,1,50.21,24,3,2,1,1
792,1,0,1,2,57297,1,49.96,52,3,1,1,1
793,1,3,0,0,86057,0,53.59,47,2,2,2,2
794,1,3,1,2,84946,1,55.83,53,2,2,1,1
795,1,1,0,2,58601,0,55.1,41,1,1,1,1
796,1,1,0,1,137199,1,52.97,37,4,5,2,1
797,0,2,0,0,76744,0,50.85,30,2,2,2,2
798,0,3,0,0,77997,0,50.02,30,2,2,2,2
799,1,2,1,2,138711,1,61.38,38,1,5,1,1
800,0,1,0,0,30069,1,46.15,26,3,3,2,1
801,1,1,0,0,134538,0,56.04,40,1,5,2,2
802,0,2,0,0,82493,1,49.87,36,4,2,2,2
803,1,2,0,1,58145,0,48.87,37,4,1,2,1
804,0,2,0,0,61630,1,54.76,37,3,1,1,2
805,1,1,1,2,133084,1,52.9,32,1,5,1,1
806,0,0,0,0,27803,0,46.04,31,2,3,1,1
807,0,1,0,0,77381,0,50.79,34,4,2,1,2
808,1,3,0,0,109617,0,51.32,34,4,4,2,1
809,0,1,0,0,80067,0,50.37,27,2,2,1,2
810,0,1,0,0,33791,0,49.91,36,1,3,1,2
811,0,1,0,0,29306,0,53.96,48,2,3,1,2
812,0,1,0,0,59409,0,51.69,36,1,1,2,2
813,1,3,0,0,111475,1,57.26,51,1,4,1,2
814,1,0,0,0,34688,0,50.53,52,3,3,2,2
815,0,0,1,1,33082,0,55.94,39,5,3,1,1
816,1,0,2,2,26936,0,48.67,56,2,3,2,1
817,0,2,0,0,61404,0,50.45,31,1,1,1,2
818,1,2,0,0,62184,1,53.83,51,3,1,1,2
819,1,2,0,1,128737,0,53.0,67,4,5,1,2
820,0,1,0,0,81041,0,51.5,25,3,2,2,2
821,1,2,0,2,54515,1,48.44,50,3,1,2,1
822,0,0,0,1,36293,0,46.67,33,3,3,1,1
823,0,1,0,0,52323,0,48.97,39,4,1,2,2
824,1,1,1,2,84952,1,52.45,51,2,2,2,1
825,0,1,0,0,86495,1,54.94,25,1,2,1,2
826,0,0,0,0,58597,1,59.87,38,3,1,1,2
827,0,0,0,0,29541,0,49.84,48,5,3,2,2
828,0,1,0,0,57154,0,52.39,35,4,1,2,2
829,0,0,0,0,56977,1,52.76,43,1,1,2,2
830,0,1,0,0,30425,0,46.38,32,2,3,1,2
831,0,0,0,0,28472,0,44.76,28,1,3,1,1
832,0,1,0,0,51351,0,47.95,45,1,1,2,2
833,0,1,0,0,56142,0,51.23,40,1,1,2,2
834,1,0,0,0,84367,1,52.4,53,2,2,2,2
835,1,3,0,0,129956,0,51.78,37,4,5,2,1
836,0,0,0,0,56726,0,49.09,32,5,1,1,2
837,0,1,2,2,35325,1,47.19,33,1,3,1,1
838,1,1,0,0,130395,0,57.39,38,1,5,1,2
839,0,0,0,0,54220,0,48.02,36,4,1,1,2
840,1,1,0,1,57696,1,54.55,52,2,1,1,1
841,1,2,2,2,102475,1,52.87,42,2,4,2,1
842,1,2,1,2,78668,1,49.49,65,4,2,2,1
843,0,1,0,0,59959,0,49.94,43,2,1,2,2
844,0,2,0,0,83348,1,56.81,38,4,2,1,2
845,1,2,1,1,104116,1,53.25,36,2,4,2,1
846,0,2,0,0,53785,0,48.48,26,2,1,1,2
847,1,2,1,2,76743,1,51.1,52,2,2,2,1
848,0,1,0,0,56536,0,52.42,25,3,1,2,2
849,0,1,0,0,61436,0,48.34,36,5,1,1,2
850,1,1,1,2,51929,1,55.44,39,5,1,1,1
851,0,1,0,0,27655,0,48.17,48,5,3,2,2
852,1,1,1,1,51294,0,51.94,56,2,1,2,2
853,1,1,1,2,111512,1,52.8,45,1,4,2,1
854,0,1,0,0,52912,0,51.65,34,3,1,1,2
855,0,1,0,0,105576,0,51.3,24,1,4,1,1
856,1,0,0,1,134335,1,51.94,44,4,5,2,1
857,1,3,0,0,85734,0,51.43,41,1,2,2,2
858,1,2,0,0,59078,1,52.43,46,3,1,1,2
859,1,2,0,1,82870,1,50.29,42,2,2,2,1
860,1,2,0,0,106518,1,50.55,30,2,4,2,1
861,1,0,0,2,51941,1,48.79,49,5,1,2,1
862,1,1,0,1,102598,0,50.48,32,4,4,2,1
863,1,2,0,2,52068,0,48.25,65,1,1,1,1
864,0,3,0,0,86079,0,54.86,40,3,2,2,2
865,1,3,0,0,109111,1,51.08,34,4,4,1,1
866,1,1,0,0,128325,1,51.28,33,4,5,1,2
867,1,1,1,2,61747,1,48.42,56,5,1,1,1
868,1,2,0,2,52798,1,48.64,49,3,1,2,1
869,0,0,0,0,62290,1,60.04,39,2,1,1,2
870,1,1,0,2,34685,0,55.89,43,2,3,1,1
871,1,1,2,2,25745,0,48.3,48,3,3,2,1
872,1,1,1,2,35574,0,47.62,53,5,3,2,1
873,0,0,0,0,36527,1,46.47,39,3,3,2,2
874,1,2,1,1,84878,1,53.84,67,4,2,1,2
875,0,2,0,0,59179,1,48.78,23,5,1,1,2
876,1,2,0,2,112531,0,54.21,46,2,4,1,1
877,1,3,1,1,107025,1,53.01,48,2,4,2,1
878,1,1,0,2,111098,0,51.83,59,1,4,2,1
879,0,0,0,0,34765,1,54.42,39,1,3,1,2
880,0,1,0,0,55647,0,48.46,36,1,1,2,2
881,1,1,1,2,62213,1,60.23,50,2,1,1,1
882,0,0,1,1,34242,1,47.84,32,3,3,2,1
883,0,1,0,0,106299,1,51.28,31,1,4,1,2
884,1,2,0,1,84730,0,54.07,64,1,2,2,2
885,0,0,0,1,25658,0,45.38,37,4,3,2,1
886,1,0,1,2,26760,0,45.66,41,2,3,2,1
887,0,2,0,0,60186,1,50.92,28,3,1,1,2
888,0,0,0,0,29771,0,53.3,41,2,3,1,2
889,1,2,1,2,55909,1,56.61,54,2,1,1,1
890,0,0,0,0,57747,1,48.79,26,2,1,1,1
891,1,1,0,0,76739,1,55.12,43,2,2,1,2
892,1,1,0,2,35614,0,54.24,51,5,3,1,1
893,0,1,0,0,60852,0,50.1,32,2,1,2,2
894,0,3,0,0,80496,1,50.61,38,2,2,2,2
895,1,2,1,2,86430,1,52.37,59,3,2,2,1
896,0,1,0,0,58843,1,53.16,28,3,1,1,2
897,1,1,0,2,34928,1,46.65,43,3,3,1,1
898,0,0,0,1,29130,0,48.28,40,5,3,1,1
899,1,2,0,0,137398,0,52.01,37,4,5,2,1
900,0,1,2,2,36594,0,47.58,38,2,3,2,1
901,1,2,0,0,52723,1,51.26,49,2,1,2,2
902,1,1,2,2,56650,1,49.56,61,1,1,2,1
903,1,1,1,1,82645,0,52.3,35,4,2,1,1
904,0,1,1,1,55672,1,49.26,31,4,1,1,1
905,1,0,0,2,55646,1,48.85,53,5,1,1,1
906,0,1,0,0,29263,0,48.79,29,5,3,2,2
907,1,2,2,2,107337,1,52.16,37,4,4,2,1
908,1,3,0,2,111765,1,51.3,39,1,4,2,1
909,1,0,1,2,54482,1,52.81,49,3,1,1,1
910,0,0,0,0,29850,0,48.2,29,1,3,2,2
911,1,2,0,0,105478,1,51.3,39,1,4,2,1
912,0,2,0,0,52033,1,47.41,34,1,1,2,2
913,0,3,0,0,79378,1,52.58,38,1,2,1,2
914,1,0,1,2,78933,1,52.46,44,4,2,2,1
915,1,1,1,2,54674,1,51.5,47,2,1,1,1
916,0,0,0,0,33966,1,48.05,41,1,3,1,2
917,1,2,0,1,51799,1,54.77,40,1,1,1,1
918,1,0,2,2,54710,1,56.21,47,2,1,1,1
919,1,1,1,2,110353,1,60.93,39,4,4,1,1
920,1,2,0,0,104528,1,51.33,30,1,4,1,1
921,0,0,0,0,61306,1,48.85,25,3,1,2,2
922,0,0,0,0,55572,0,51.46,30,5,1,2,2
923,1,0,1,2,108641,1,54.84,68,4,4,2,1
924,1,0,1,2,35746,1,49.47,49,3,3,2,1
925,1,2,0,2,111217,0,51.69,59,1,4,2,1
926,0,1,0,0,27462,0,45.26,44,4,3,2,2
927,1,3,1,1,78079,1,62.51,37,1,2,1,1
928,1,1,0,2,56009,0,48.97,56,3,1,2,1
929,0,0,2,2,30990,1,55.4,40,1,3,1,1
930,0,0,0,0,60193,0,52.15,32,1,1,1,2
931,0,0,0,1,33166,1,45.57,39,2,3,2,1
932,0,0,0,1,29360,0,52.06,39,1,3,1,1
933,1,0,1,2,58119,1,55.16,49,2,1,1,1
934,0,1,0,0,81284,1,49.75,28,2,2,1,1
935,1,1,0,0,81663,0,54.08,41,1,2,1,2
936,0,3,0,0,81388,0,50.09,29,2,2,1,1
937,1,2,0,3,128021,0,52.07,62,4,5,1,1
938,1,2,0,0,110412,0,51.69,44,4,4,2,2
939,1,1,2,2,84079,1,53.7,45,2,2,2,1
940,0,1,0,0,56530,0,51.9,42,2,1,2,2
941,0,0,0,0,109507,0,54.52,34,1,4,2,2
942,0,0,1,2,56285,1,50.32,35,4,1,1,1
943,0,1,0,0,81921,0,50.21,26,3,2,2,2
944,0,1,0,2,30290,0,45.73,32,4,3,1,1
945,1,2,1,1,53799,1,48.97,36,1,1,1,1
946,1,3,0,2,79332,0,49.8,41,1,2,2,1
947,0,0,0,0,30518,1,48.08,30,2,3,2,2
948,1,1,0,1,61851,0,57.18,49,3,1,1,1
949,1,1,1,2,58762,1,54.04,43,2,1,1,1
950,0,1,1,1,53555,1,49.28,32,3,1,1,1
951,0,0,0,0,29517,0,47.21,38,2,3,1,2
952,0,2,0,0,84065,0,51.0,38,1,2,2,2
953,0,1,0,0,52584,0,50.29,28,2,1,1,2
954,1,0,0,3,56006,1,48.77,80,5,1,2,1
955,0,1,0,0,53569,1,48.04,25,2,1,1,2
